Equipment,Family_type,Scaling_quantity,Unit,Min_Scale,Max_Scale,Min_Cost,Max_Cost,Scaling_Factor,CEPCI
Mixers,"Kneader, sigma double arm",Volume,ft3,20,380,112869,660432,0.6,567.00
Mixers,Muller mixer,Volume,ft3,10,380,57639,441970,0.56,567.00
Mixers,Ribbon mixer,Volume,ft3,25,320,16819,77647,0.6,567.00
Mixers,"Tumbler, double cone",Volume,ft3,50,270,19939,40486,0.42,567.00
Mixers,"Tumbler, twin shell",Volume,ft3,35,330,14351,55151,0.6,567.00
Power-Recovery Turbines,Gas expander turbine (pressure discharge),Power extracted,hp,20,5000,6792,594726,0.81,567.00
Power-Recovery Turbines,Gas expander turbine (vacuum discharge),Power extracted,hp,200,8000,98666,1958108,0.81,567.00
Power-Recovery Turbines,Liquid expander turbine,Power extracted,hp,150,2000,53047,325176,0.7,567.00
Pressure Vessels,"Pressure vessel, horizontal (requires platforms)",Weight of shell and two heads,lb,1000,920000,8850,463467,0.58,567.00
Pressure Vessels,"Pressure vessel, vertical (requires platforms)",Weight of shell and two heads,lb,4200,1000000,28589,1258294,0.69,567.00
Pressure Vessels,Vertical tower (requires platforms),Weight of shell and two heads,lb,9000,2500000,50801,5720496,0.84,567.00
Pressure Vessels,Platforms and ladders for horizontal pressure vessel,Vessel ID,ft,3,12,2863,3828,0.21,567.00
Pressure Vessels,Platforms and ladders for vertical pressure vessel,S = (Vessel ID).7396*(Length).70684,S = (ft).7396*( ft).70684,13.1,128.9,5351,52856,1,567.00
Pressure Vessels,Platforms and ladders for vertical tower,"S = (Vessel ID, ft).63316*(Length, ft).80161",S = (ft).63316*(ft).80161,28.2,459,9599,156531,1,567.00
"Pumps, Motors, Fans","Pump, centrifugal, 1 stage, 3600 rpm, VSC",S = (Flow rate)*(Pump head).5, (gal/min)*(ft).5,400,100000,4451,33230,0.36,567.00
"Pumps, Motors, Fans","Pump, centrifugal, 1 stage, 1800 rpm, VSC",S = (Flow rate)*(Pump head).5, (gal/min)*(ft).5,400,100000,4451,33230,0.36,567.00
"Pumps, Motors, Fans","Pump, centrifugal, 1 stage, 3600 rpm, HSC",S = (Flow rate)*(Pump head).5, (gal/min)*(ft).5,400,100000,4451,33230,0.36,567.00
"Pumps, Motors, Fans","Pump, centrifugal, 1 stage, 1800 rpm, HSC",S = (Flow rate)*(Pump head).5, (gal/min)*(ft).5,400,100000,4451,33230,0.36,567.00
"Pumps, Motors, Fans","Pump, centrifugal, 2 stage, 3600 rpm, HSC",S = (Flow rate)*(Pump head).5, (gal/min)*(ft).5,400,100000,4451,33230,0.36,567.00
"Pumps, Motors, Fans","Pump, centrifugal, 2+ stage, 1800 rpm, HSC","S = (Flow rate, gal/min)*(Pump head, ft).5","Motors, Fans",400,100000,4451,33230,0.36,567.00
"Pumps, Motors, Fans","Pump, external gear",Flow capacity,gal/min,10,900,2992,16894,0.38,567.00
"Pumps, Motors, Fans","Pump, reciprocating plunger",Brake,hp,1,200,2796,77018,0.63,567.00
"Pumps, Motors, Fans","Electric motor, 3600 rpm",Power,hp,1,700,377,41836,0.72,567.00
"Pumps, Motors, Fans","Electric motor, 1800 rpm",Power,hp,1,700,377,41836,0.72,567.00
"Pumps, Motors, Fans","Fan, centrifugal backward-curved, 0ï¿½4 in H2O head",Actual cubic feet per minute (ACFM),ft3/min,1000,100000,1501,40895,0.72,567.00
"Pumps, Motors, Fans","Fan, centrifugal backward-curved, 5ï¿½8 in H2O head",Actual cubic feet per minute (ACFM),ft3/min,1000,100000,1501,40895,0.72,567.00
"Pumps, Motors, Fans","Fan, centrifugal backward-curved, 9ï¿½15 in H2O head",Actual cubic feet per minute (ACFM),ft3/min,1000,100000,1501,40895,0.72,567.00
"Pumps, Motors, Fans","Fan, centrifugal backward-curved, 16ï¿½30 in H2O head",Actual cubic feet per minute (ACFM),ft3/min,1000,100000,1501,40895,0.72,567.00
"Pumps, Motors, Fans","Fan, centrifugal backward-curved, 31ï¿½40 in H2O head",Actual cubic feet per minute (ACFM),ft3/min,1000,100000,1501,40895,0.72,567.00
"Pumps, Motors, Fans","Fan, centrifugal straight-radial, 0ï¿½4 in H2O head",Actual cubic feet per minute (ACFM),ft3/min,1000,20000,1300,7654,0.59,567.00
"Pumps, Motors, Fans","Fan, centrifugal straight-radial, 5ï¿½8 in H2O head",Actual cubic feet per minute (ACFM),ft3/min,1000,20000,1300,7654,0.59,567.00
"Pumps, Motors, Fans","Fan, centrifugal straight-radial, 9ï¿½15 in H2O head",Actual cubic feet per minute (ACFM),ft3/min,1000,20000,1300,7654,0.59,567.00
"Pumps, Motors, Fans","Fan, centrifugal straight-radial, 16ï¿½30 in H2O head",Actual cubic feet per minute (ACFM),ft3/min,1000,20000,1300,7654,0.59,567.00
"Pumps, Motors, Fans","Fan, vane-axial, 0ï¿½4 in H2O head",Actual cubic feet per minute (ACFM),ft3/min,1000,800000,1075,189141,0.77,567.00
"Pumps, Motors, Fans","Fan, vane-axial, 5ï¿½8 in H2O head",Actual cubic feet per minute (ACFM),ft3/min,1000,800000,1075,189141,0.77,567.00
"Pumps, Motors, Fans","Fan, vane-axial, 9ï¿½15 in H2O head",Actual cubic feet per minute (ACFM),ft3/min,1000,800000,1075,189141,0.77,567.00
"Pumps, Motors, Fans","Fan, propeller, 0ï¿½1 in H2O head",Actual cubic feet per minute (ACFM),ft3/min,1000,15000,670,2722,0.52,567.00
"Pumps, Motors, Fans","Blower, centrifugal (turbo)",Brake ,hp,5,1000,3984,261928,0.79,567.00
"Pumps, Motors, Fans","Blower, rotary straight-lobe",Brake ,hp,1,1000,2247,291033,0.7,567.00
"Pumps, Motors, Fans","Compressor, reciprocating, electric motor (preferred)",Consumed power,hp,100,20000,30963,20946658,1.23,567.00
"Pumps, Motors, Fans","Compressor, reciprocating, steam turbine",Consumed power,hp,100,20000,30963,20946658,1.23,567.00
"Pumps, Motors, Fans","Compressor, reciprocating, gas turbine",Consumed power,hp,100,20000,30963,20946658,1.23,567.00
"Pumps, Motors, Fans","Compressor, centrifugal, electric motor",Consumed power,hp,200,30000,266529,6261562,0.63,567.00
"Pumps, Motors, Fans","Compressor, centrifugal, steam turbine",Consumed power,hp,200,30000,266529,6261562,0.63,567.00
"Pumps, Motors, Fans","Compressor, centrifugal, gas turbine",Consumed power,hp,200,30000,266529,6261562,0.63,567.00
"Pumps, Motors, Fans","Compressor, rotary twin-screw, electric motor",Consumed power,hp,10,750,20279,462554,0.72,567.00
"Pumps, Motors, Fans","Compressor, rotary twin-screw, steam turbine",Consumed power,hp,10,750,20279,462554,0.72,567.00
"Pumps, Motors, Fans","Compressor, rotary twin-screw, gas turbine",Consumed power,hp,10,750,20279,462554,0.72,567.00
Screens,Vibrating grizzlies,Surface area,ft2,6,40,12091,23046,0.34,567.00
Screens,"Vibrating screens, 1 deck",Surface area,ft2,32,60,18600,29063,0.71,567.00
Screens,"Vibrating screens, 2 decks",Surface area,ft2,32,192,20825,84246,0.78,567.00
Screens,"Vibrating screens, 3 decks",Surface area,ft2,48,192,34218,120816,0.91,567.00
Size Enlarg. & Extrusion,Disk agglomerator,Feed rate,lb/hr,800,80000,9930,21152,0.16,567.00
Size Enlarg. & Extrusion,Drum agglomerator,Feed rate,lb/hr,800,240000,13951,58341,0.25,567.00
Size Enlarg. & Extrusion,Pellet mill,Feed rate,lb/hr,800,80000,16560,27482,0.11,567.00
Size Enlarg. & Extrusion,Pug mill extruder,Feed rate,lb/hr,80,40000,17062,40249,0.14,567.00
Size Enlarg. & Extrusion,Screw extruder,Feed rate,lb/hr,8,800,60437,141000,0.18,567.00
Size Enlarg. & Extrusion,Roll-type press,Feed rate,lb/hr,8000,140000,26108,141305,0.59,567.00
Size Enlarg. & Extrusion,Tableting press,Feed rate,lb/hr,800,8000,50361,126622,0.4,567.00
Size Reduction,Gyratory crusher,Feed rate,ton/hr,25,1200,82163,838341,0.6,567.00
Size Reduction,Jaw crusher,Feed rate,ton/hr,10,200,20260,291445,0.89,567.00
Size Reduction,Cone crusher,Feed rate,ton/hr,20,300,47416,814367,1.05,567.00
Size Reduction,Hammer mill,Feed rate,ton/hr,2,200,7401,268708,0.78,567.00
Size Reduction,Ball mill,Feed rate,ton/hr,1,30,64640,675639,0.69,567.00
Size Reduction,Jet mill,Feed rate,ton/hr,1,5,38560,72233,0.39,567.00
Solid-Liquid Separators,"Thickener, steel",Surface area,ft2,80,8000,48386,699386,0.58,567.00
Solid-Liquid Separators,"Thickener, concrete",Surface area,ft2,8000,125000,499299,2459103,0.58,567.00
Solid-Liquid Separators,"Clarifier, steel",Surface area,ft2,80,8000,43941,635138,0.58,567.00
Solid-Liquid Separators,"Clarifier, concrete",Surface area,ft2,8000,125000,449737,2215001,0.58,567.00
Solid-Liquid Separators,"Filter, plate and frame",Surface area,ft2,130,800,68430,176037,0.52,567.00
Solid-Liquid Separators,"Filter, pressure leaf",Surface area,ft2,30,2500,15496,358086,0.71,567.00
Solid-Liquid Separators,"Filter, rotary-drum vacuum",Surface area,ft2,10,800,114816,441563,0.31,567.00
Solid-Liquid Separators,"Filter, rotary pan",Surface area,ft2,100,1100,255454,807573,0.48,567.00
Solid-Liquid Separators,Wet classifier,Solids feed rate,lb/hr,8000,800000,2795,1277563,1.33,567.00
Solid-Liquid Separators,Hydroclone,Liquid feed rate,gal/min,8,1200,778,9526,0.5,567.00
Solid-Liquid Separators,"Centrifuge, batch top-drive vertical basket",Bowl diameter,in,20,43,39084,80876,0.95,567.00
Solid-Liquid Separators,"Centrifuge, batch bottom-drive vertical basket",Bowl diameter,in,20,43,19500,41925,1,567.00
Solid-Liquid Separators,"Centrifuge, vertical auto-batch",Bowl diameter,in,20,70,103266,335259,0.94,567.00
Solid-Liquid Separators,"Centrifuge, horizontal auto-batch",Bowl diameter,in,20,43,67847,158686,1.11,567.00
Solid-Liquid Separators,"Centrifuge, continuous reciprocating pusher",Tons solid/hr,ton/hr,1,20,170100,417843,0.3,567.00
Solid-Liquid Separators,"Centrifuge, continuous scroll solid bowl",Tons solid/hr,ton/hr,2,40,96223,430323,0.5,567.00
Solids Handling,Bin,"Volume, ft3",ft3,10,100000,1863,128894,0.46,567.00
Solids Handling,"Feeder, belt",Volumetric flow rate,ft3/hr,120,500,5014,8624,0.38,567.00
Solids Handling,"Feeder, screw","Volumetric flow rate, ft3/hr",ft3/hr,400,10000,4088,8299,0.22,567.00
Solids Handling,"Feeder, vibratory","Volumetric flow rate, ft3/hr",ft3/hr,40,900,1289,21242,0.9,567.00
Solids Handling,"Conveyor, belt",S = (Width)*(Length),(in.)*(ft),70,18000,1708,439200,1,567.00
Solids Handling,"Conveyor, screw",S = (Diameter)*(Length).59,(in.)*(ft).59,15.5,578.8,1241,46304,1,567.00
Solids Handling,"Conveyor, vibratory",S = (Width)*(Length)1.526,(in.)*(ft)1.526,139.9,40579.1,1546,39163,0.57,567.00
Solids Handling,Bucket elevator,S = (Bucket width)*(Height)1.14,( in.)*( ft)1.14,131.5,6050.3,7935,53826,0.5,567.00
Solids Handling,Pneumatic conveyor,S = (Solids flow rate)*(Length).317,(lb/s)/(ft)^0.317,8.8,227.9,67939,527167,0.63,567.00
Tanks,"Tank, open",Volume,gal,1000,30000,2788,33387,0.73,567.00
Tanks,"Tank, cone roof",Volume,gal,1000,1000000,9167,317136,0.51,567.00
Tanks,"Tank, floating roof",Volume,gal,30000,1000000,88429,523231,0.51,567.00
Tanks,"Tank, spherical, 0ï¿½60 psig",Volume,gal,10000,1000000,51583,1420721,0.72,567.00
Tanks,"Tank, spherical, 30ï¿½200 psig",Volume,gal,10000,750000,69868,2026860,0.78,567.00
Tanks,Gas holders,Volume,ft3,4000,400000,127229,921690,0.43,567.00
Vacuum Systems,"Vacuum pump, one-stage jet ejector",S = Flow/(Suction pressure), lb/(hr/ torr),0.1,100,745,12652,0.41,567.00
Vacuum Systems,"Vacuum pump, liquid-ring",Flow at suction, ft3/min,50,350,35081,72071,0.37,567.00
Vacuum Systems,"Vacuum pump, three-stage lobe",Flow at suction, ft3/min,60,240,43270,76389,0.41,567.00
Vacuum Systems,"Vacuum pump, three-stage claw",Flow at suction, ft3/min,60,270,42726,73426,0.36,567.00
Vacuum Systems,"Vacuum pump, screw compressor",Flow at suction, ft3/min,50,350,48088,100734,0.38,567.00
Wastewater Treatment,"Wastewater treatment, primary",Wastewater rate,gal/min,75,75000,266048,22128937,0.64,567.00
Wastewater Treatment,"Wastewater treatment, primary + secondary",Wastewater rate,gal/min,75,75000,772864,64284002,0.64,567.00
Wastewater Treatment,"Wastewater treatment, primary + secondary + tertiary",Wastewater rate,gal/min,75,75000,1581708,131560717,0.64,567.00
